date,feature_index,band_unnamed
2018-07-07T00:00:00.000Z,65,0.8053849339485168
2018-07-07T00:00:00.000Z,63,0.8241778016090393
2018-07-07T00:00:00.000Z,81,0.7432119250297546
2018-07-07T00:00:00.000Z,70,0.777444064617157
2018-07-07T00:00:00.000Z,74,0.6352264483769735
2018-07-07T00:00:00.000Z,79,-0.00936923377836744
2018-07-07T00:00:00.000Z,76,0.0688707772642374
2018-07-07T00:00:00.000Z,78,0.4288775771856308
2018-07-07T00:00:00.000Z,87,0.8910504579544067
2018-07-07T00:00:00.000Z,1,0.8422093192736307
2018-07-07T00:00:00.000Z,0,0.10715639963746071
2018-07-07T00:00:00.000Z,90,0.2878194898366928
2018-07-07T00:00:00.000Z,4,0.8273302614688873
2018-07-07T00:00:00.000Z,6,0.1162819191813469
2018-07-07T00:00:00.000Z,5,0.3249722421169281
2018-07-07T00:00:00.000Z,11,0.8633256554603577
2018-07-07T00:00:00.000Z,2,0.9133623540401459
2018-07-07T00:00:00.000Z,67,0.14566028490662575
2018-07-07T00:00:00.000Z,75,-0.011251697083935142
2018-07-07T00:00:00.000Z,80,0.0996171347796917
2018-07-07T00:00:00.000Z,89,0.10104245319962502
2018-07-07T00:00:00.000Z,94,0.23711036642392477
2018-07-07T00:00:00.000Z,93,0.05576775036752224
2018-07-07T00:00:00.000Z,101,0.18357548862695694
2018-07-07T00:00:00.000Z,97,0.8541997373104095
2018-07-07T00:00:00.000Z,102,0.09213345125317574
2018-07-07T00:00:00.000Z,84,0.21478140354156494
2018-07-07T00:00:00.000Z,82,0.00840645912103355
2018-07-07T00:00:00.000Z,103,0.6388867795467377
2018-07-07T00:00:00.000Z,109,0.20945002138614655
2018-07-07T00:00:00.000Z,95,0.03196030606826147
2018-07-07T00:00:00.000Z,64,0.020173151046037674
2018-07-07T00:00:00.000Z,77,0.0421268604695797
2018-07-07T00:00:00.000Z,98,0.20041456073522568
2018-07-07T00:00:00.000Z,83,0.18652861813704172
2018-07-07T00:00:00.000Z,104,0.27885231375694275
2018-07-07T00:00:00.000Z,86,0.18167275935411453
2018-07-07T00:00:00.000Z,85,0.028838721414407093
2018-07-07T00:00:00.000Z,105,0.891521135965983
2018-07-07T00:00:00.000Z,100,0.11272726953029633
2018-07-07T00:00:00.000Z,99,0.05285367493828138
2018-07-07T00:00:00.000Z,8,0.40941014885902405
2018-07-07T00:00:00.000Z,60,-0.04553263448178768
2018-07-07T00:00:00.000Z,10,0.3206306795279185
2018-07-07T00:00:00.000Z,68,0.11423128843307495
2018-07-07T00:00:00.000Z,73,-0.02420755351583163
2018-07-07T00:00:00.000Z,92,-0.017419418320059776
2018-07-07T00:00:00.000Z,91,0.8634968400001526
2018-07-07T00:00:00.000Z,96,0.6277061502138773
2018-07-07T00:00:00.000Z,107,-0.05231571011245251
2018-07-07T00:00:00.000Z,108,0.05702265352010727
2018-07-07T00:00:00.000Z,106,-0.00894974754191935
2018-07-07T00:00:00.000Z,7,0.6518752773602804
2018-07-07T00:00:00.000Z,9,0.38088972866535187
2018-07-07T00:00:00.000Z,59,-0.006546157839087148
2018-07-07T00:00:00.000Z,58,0.032676454012592636
2018-07-07T00:00:00.000Z,71,7.542835082858801E-4
2018-07-07T00:00:00.000Z,66,0.42074599862098694
2018-07-07T00:00:00.000Z,72,0.8015226523081461
2018-07-07T00:00:00.000Z,88,0.15337567031383514
2018-07-07T00:00:00.000Z,69,0.312301442027092
2018-07-07T00:00:00.000Z,3,0.4523887634277344
