date,feature_index,band_unnamed
2018-06-12T00:00:00.000Z,2,
2018-06-09T00:00:00.000Z,0,0.4083229998747508
2018-06-07T00:00:00.000Z,0,
2018-06-27T00:00:00.000Z,0,
2018-06-29T00:00:00.000Z,0,0.48307304581006366
2018-06-19T00:00:00.000Z,1,0.8396436274051666
2018-06-19T00:00:00.000Z,2,
2018-06-24T00:00:00.000Z,0,
2018-06-22T00:00:00.000Z,0,
2018-06-02T00:00:00.000Z,1,0.7910407781600952
2018-06-04T00:00:00.000Z,1,0.8434373140335083
2018-06-17T00:00:00.000Z,2,0.6385497450828552
2018-06-14T00:00:00.000Z,2,
2018-06-29T00:00:00.000Z,1,0.7176013588905334
2018-06-27T00:00:00.000Z,1,
2018-06-24T00:00:00.000Z,2,
2018-06-22T00:00:00.000Z,2,
2018-06-29T00:00:00.000Z,2,
2018-06-27T00:00:00.000Z,2,0.6025539040565491
2018-06-09T00:00:00.000Z,2,0.6479542255401611
2018-06-07T00:00:00.000Z,2,0.6857580840587616
2018-06-04T00:00:00.000Z,0,
2018-06-02T00:00:00.000Z,0,0.4595946470896403
2018-06-12T00:00:00.000Z,0,
2018-06-19T00:00:00.000Z,0,
2018-06-04T00:00:00.000Z,2,
2018-06-02T00:00:00.000Z,2,
2018-06-17T00:00:00.000Z,0,0.4496801694234212
2018-06-14T00:00:00.000Z,0,
2018-06-14T00:00:00.000Z,1,
2018-06-17T00:00:00.000Z,1,0.8552950322628021
2018-06-22T00:00:00.000Z,1,
2018-06-24T00:00:00.000Z,1,
2018-06-12T00:00:00.000Z,1,
2018-06-07T00:00:00.000Z,1,0.7612190544605255
2018-06-09T00:00:00.000Z,1,0.887020081281662
