date,feature_index,band_unnamed
2018-09-03T00:00:00.000Z,2,-0.6007795929908752
2018-09-01T00:00:00.000Z,0,-0.7492164770762125
2018-09-01T00:00:00.000Z,2,-0.5860268473625183
2018-09-05T00:00:00.000Z,3,
2018-09-06T00:00:00.000Z,2,
2018-09-06T00:00:00.000Z,0,-0.7873532176017761
2018-09-03T00:00:00.000Z,1,
2018-09-05T00:00:00.000Z,1,
2018-09-04T00:00:00.000Z,0,-0.8258516987164816
