date,feature_index,band_unnamed
2018-05-10T00:00:00.000Z,4,0.3972008377313614
2018-05-12T00:00:00.000Z,4,
2018-05-09T00:00:00.000Z,1,0.6742391288280487
2018-05-04T00:00:00.000Z,3,0.43097877502441406
2018-05-29T00:00:00.000Z,3,
2018-05-02T00:00:00.000Z,4,
2018-05-05T00:00:00.000Z,0,0.4798165410757065
2018-05-07T00:00:00.000Z,0,
2018-05-04T00:00:00.000Z,1,0.6514344364404678
2018-05-22T00:00:00.000Z,0,0.3076925277709961
2018-05-19T00:00:00.000Z,5,
2018-05-09T00:00:00.000Z,3,0.49541446566581726
2018-05-15T00:00:00.000Z,0,0.38867315649986267
2018-05-30T00:00:00.000Z,0,
2018-05-19T00:00:00.000Z,2,
2018-05-25T00:00:00.000Z,0,
2018-05-27T00:00:00.000Z,0,
2018-05-10T00:00:00.000Z,0,0.4238481894135475
2018-05-12T00:00:00.000Z,0,0.4083315208554268
2018-05-24T00:00:00.000Z,2,
2018-05-30T00:00:00.000Z,4,
2018-05-14T00:00:00.000Z,2,0.3000138501326243
2018-05-20T00:00:00.000Z,4,
2018-05-17T00:00:00.000Z,4,0.3183651566505432
2018-05-29T00:00:00.000Z,5,
2018-05-05T00:00:00.000Z,4,0.3976360633969307
2018-05-07T00:00:00.000Z,4,0.38951703161001205
2018-05-04T00:00:00.000Z,2,
2018-05-14T00:00:00.000Z,1,0.6406972855329514
2018-05-24T00:00:00.000Z,5,0.25206593175729114
2018-05-19T00:00:00.000Z,1,
2018-05-09T00:00:00.000Z,5,0.2848309427499771
2018-05-09T00:00:00.000Z,2,0.3571439782778422
2018-05-02T00:00:00.000Z,0,
2018-05-27T00:00:00.000Z,4,
2018-05-25T00:00:00.000Z,4,
2018-05-19T00:00:00.000Z,3,
2018-05-29T00:00:00.000Z,2,
2018-05-20T00:00:00.000Z,0,
2018-05-17T00:00:00.000Z,0,0.33952341973781586
2018-05-14T00:00:00.000Z,5,0.25645850598812103
2018-05-15T00:00:00.000Z,4,0.35814613848924637
2018-05-24T00:00:00.000Z,1,
2018-05-22T00:00:00.000Z,4,
2018-05-14T00:00:00.000Z,3,0.40611056983470917
2018-05-29T00:00:00.000Z,1,0.5267707854509354
2018-05-04T00:00:00.000Z,5,
2018-05-24T00:00:00.000Z,3,0.39930038154125214
