date,feature_index,band_unnamed
2018-04-04T00:00:00.000Z,0,0.25458041578531265
2018-04-04T00:00:00.000Z,3,0.5711575150489807
2018-04-04T00:00:00.000Z,1,0.4302970841526985
2018-04-19T00:00:00.000Z,0,0.16979029774665833
2018-04-14T00:00:00.000Z,2,0.5933465957641602
2018-04-19T00:00:00.000Z,2,0.5427724123001099
2018-04-19T00:00:00.000Z,3,0.5986133615175883
2018-04-14T00:00:00.000Z,1,0.3184141665697098
2018-04-19T00:00:00.000Z,1,0.3418779596686363
2018-04-29T00:00:00.000Z,0,0.1432771384716034
2018-04-29T00:00:00.000Z,3,
2018-04-09T00:00:00.000Z,2,
2018-04-29T00:00:00.000Z,2,
2018-04-29T00:00:00.000Z,1,0.2817845121026039
2018-04-09T00:00:00.000Z,0,0.19716130942106247
2018-04-09T00:00:00.000Z,3,0.5344573458035787
2018-04-09T00:00:00.000Z,1,0.35191598534584045
2018-04-14T00:00:00.000Z,0,0.17286312580108643
2018-04-04T00:00:00.000Z,2,0.7593173782030741
2018-04-24T00:00:00.000Z,0,0.1577776074409485
2018-04-14T00:00:00.000Z,3,0.5655184586842855
2018-04-24T00:00:00.000Z,2,0.3826662401358287
2018-04-24T00:00:00.000Z,3,0.554914673169454
2018-04-24T00:00:00.000Z,1,0.274774506688118
