OC,TH_LAT,TH_LONG,SURVEY_DATE
75.2,53.28230272,7.315805436,2018-06-11 00:00:00
14.2,45.71364255,5.0580615,2018-06-11 00:00:00
38.7,44.29998498,3.350036686,2018-06-11 00:00:00
217.9,58.18421293,12.15579077,2018-06-11 00:00:00
14.5,52.10294119,6.890351574,2018-06-11 00:00:00
32.6,45.08320146,3.154682754,2018-06-11 00:00:00
6.2,39.55252581,-3.865152621,2018-06-11 00:00:00
111.1,45.09615872,3.076616564,2018-06-11 00:00:00
12.7,37.10095991,-5.573066277,2018-06-11 00:00:00
13.4,41.54883273,-3.195920905,2018-06-11 00:00:00
19.8,45.14531732,5.261542634,2018-06-11 00:00:00
7.4,37.97702957,14.30774207,2018-06-11 00:00:00
53.5,45.09280626,3.026055687,2018-06-11 00:00:00
16.5,58.79023223,17.10814992,2018-06-11 00:00:00
17.7,53.33204597,11.96644279,2018-06-11 00:00:00
41.4,45.02606767,3.110810798,2018-06-11 00:00:00
14.9,43.63030559,-1.058357172,2018-06-11 00:00:00
51.6,44.751363,3.929488824,2018-06-11 00:00:00
11.2,47.21147502,0.885747928,2018-06-11 00:00:00
17.0,48.1757552,2.634595842,2018-06-11 00:00:00
24.9,48.26341643,2.594695234,2018-06-11 00:00:00
24.4,48.2262745,18.1851337,2018-06-11 00:00:00
20.9,48.20236228,18.01876873,2018-06-11 00:00:00
12.4,50.46932346,5.390842141,2018-06-11 00:00:00
10.0,44.28467521,11.56280108,2018-06-11 00:00:00
33.8,43.11300316,23.79734377,2018-06-11 00:00:00
46.3,51.82220671,12.82897191,2018-06-11 00:00:00
28.2,51.90067021,12.54309872,2018-06-11 00:00:00
87.8,46.18507305,-0.42772249,2018-06-11 00:00:00
38.6,52.88292058,11.94614652,2018-06-11 00:00:00
43.1,43.24902792,24.00509876,2018-06-11 00:00:00
47.9,50.51854369,12.41147915,2018-06-11 00:00:00
13.3,41.53956911,13.64219386,2018-06-11 00:00:00
73.2,41.32025228,13.70077561,2018-06-11 00:00:00
23.7,41.440311,13.87502785,2018-06-11 00:00:00
41.4,45.94081369,3.874554657,2018-06-11 00:00:00
27.9,55.52682328,-1.659769084,2018-06-11 00:00:00
51.9,46.48699717,13.08446999,2018-06-11 00:00:00
62.8,46.43449758,13.02939839,2018-06-11 00:00:00
19.5,50.44796303,5.308265418,2018-06-11 00:00:00
42.5,43.66860413,-1.040679008,2018-06-11 00:00:00
43.7,45.07654767,3.053582304,2018-06-11 00:00:00
13.8,45.44726378,21.57838929,2018-06-11 00:00:00
7.5,65.5395309,27.64302465,2018-06-11 00:00:00
13.1,53.31102703,12.14558376,2018-06-11 00:00:00
79.2,43.96035319,3.414458945,2018-06-11 00:00:00
42.8,58.53409617,16.05804526,2018-06-11 00:00:00
5.0,40.35381382,-0.876817451,2018-06-11 00:00:00
26.7,39.01952058,-2.118539705,2018-06-11 00:00:00
15.7,39.04026078,-2.099084219,2018-06-11 00:00:00
23.7,65.66372072,28.04194912,2018-06-11 00:00:00
15.5,53.24702663,5.517898175,2018-06-11 00:00:00
13.2,65.58040052,28.11850375,2018-06-11 00:00:00
12.7,40.33333278,-0.896993384,2018-06-11 00:00:00
14.3,37.16204034,-5.426929272,2018-06-11 00:00:00
15.8,35.47851591,23.97107405,2018-06-11 00:00:00
18.7,45.36215023,21.68956038,2018-06-11 00:00:00
21.4,45.46594161,21.73774192,2018-06-11 00:00:00
27.5,65.50476978,27.61953086,2018-06-11 00:00:00
32.5,59.54209275,18.22257419,2018-06-11 00:00:00
106.4,58.69834682,16.01694001,2018-06-11 00:00:00
27.5,41.23809221,16.10116761,2018-06-11 00:00:00
6.4,41.52476321,-3.239279354,2018-06-11 00:00:00
27.5,52.35458861,5.726218546,2018-06-11 00:00:00
46.4,51.80999273,-5.07286877,2018-06-11 00:00:00
125.7,42.81413756,-1.991452992,2018-06-11 00:00:00
20.8,39.13185668,-7.354370566,2018-06-12 00:00:00
35.3,42.26935616,22.56848422,2018-06-12 00:00:00
38.1,55.21148923,-1.91819354,2018-06-12 00:00:00
40.4,62.99622564,22.14834413,2018-06-12 00:00:00
18.9,48.32138152,18.36354926,2018-06-12 00:00:00
27.2,55.2259296,-2.146048971,2018-06-12 00:00:00
65.2,55.2375531,-2.21351029,2018-06-12 00:00:00
8.4,52.90002703,21.93515946,2018-06-12 00:00:00
38.2,54.29372133,-6.265687364,2018-06-12 00:00:00
8.5,41.53569499,-0.216294251,2018-06-12 00:00:00
8.3,43.33995705,3.336416671,2018-06-12 00:00:00
18.1,48.68113594,15.8579662,2018-06-12 00:00:00
16.4,46.15895687,-0.135002943,2018-06-12 00:00:00
12.9,40.88952602,-7.115728921,2018-06-12 00:00:00
10.5,43.23031698,23.87536232,2018-06-12 00:00:00
16.2,44.04394582,4.204687793,2018-06-12 00:00:00
13.4,41.54624336,-0.290433946,2018-06-12 00:00:00
54.3,52.72486549,-3.725576908,2018-06-12 00:00:00
10.1,40.96792769,-7.088910136,2018-06-12 00:00:00
31.3,42.38045135,22.98562875,2018-06-12 00:00:00
25.6,47.52781882,14.71470133,2018-06-12 00:00:00
306.8,63.42550142,25.50989051,2018-06-12 00:00:00
32.5,41.91971201,-8.75063462,2018-06-12 00:00:00
17.3,48.26840126,17.05403516,2018-06-12 00:00:00
29.4,44.4779198,3.30391189,2018-06-12 00:00:00
20.7,51.87798178,-0.658914752,2018-06-12 00:00:00
60.2,39.29018526,-7.397116118,2018-06-12 00:00:00
19.2,58.54582718,16.19777941,2018-06-12 00:00:00
79.9,57.86112005,15.33838083,2018-06-12 00:00:00
135.0,58.65671486,16.52812476,2018-06-12 00:00:00
62.6,46.98036456,13.45515561,2018-06-12 00:00:00
6.7,40.39679549,-5.43985703,2018-06-12 00:00:00
37.3,58.31593422,15.23483037,2018-06-12 00:00:00
14.8,59.10482236,17.31238232,2018-06-12 00:00:00
9.2,40.42847514,-5.471698136,2018-06-12 00:00:00
94.0,59.82418182,18.93673679,2018-06-12 00:00:00
7.7,40.50152627,-3.499791825,2018-06-12 00:00:00
57.4,59.84651722,18.87080109,2018-06-12 00:00:00
24.5,45.32165453,21.88758921,2018-06-12 00:00:00
21.8,51.08700038,0.679819296,2018-06-12 00:00:00
23.7,62.7788064,24.96999066,2018-06-12 00:00:00
65.6,58.07636407,12.14939603,2018-06-12 00:00:00
15.5,38.67878985,-5.265329746,2018-06-12 00:00:00
10.2,46.07847345,27.7926043,2018-06-12 00:00:00
63.6,56.11202851,-3.471930614,2018-06-12 00:00:00
41.1,40.30714232,-8.089911916,2018-06-12 00:00:00
10.7,46.19614474,27.85929291,2018-06-12 00:00:00
15.9,48.24778026,16.80766285,2018-06-12 00:00:00
23.0,44.40771527,3.337390284,2018-06-12 00:00:00
29.0,44.62314331,3.311906736,2018-06-12 00:00:00
36.7,39.19694439,-7.300792091,2018-06-12 00:00:00
29.2,51.84508983,-0.62168737,2018-06-12 00:00:00
125.7,39.24563187,-7.337607748,2018-06-12 00:00:00
41.9,44.46477636,3.381055958,2018-06-12 00:00:00
51.2,63.45298596,25.23735497,2018-06-12 00:00:00
7.0,40.60001176,-3.449216032,2018-06-12 00:00:00
75.0,44.57765384,15.62305053,2018-06-12 00:00:00
122.8,52.69924338,6.996273843,2018-06-12 00:00:00
17.4,41.58080449,13.50111566,2018-06-12 00:00:00
11.0,40.37133181,-1.0458152,2018-06-12 00:00:00
9.6,41.30316895,-3.118759253,2018-06-12 00:00:00
119.6,45.15605204,2.890477684,2018-06-12 00:00:00
27.4,40.73153462,8.880560262,2018-06-12 00:00:00
108.6,45.15087887,2.814570962,2018-06-12 00:00:00
13.1,65.30969643,28.19802035,2018-06-12 00:00:00
112.9,45.06122115,2.826186849,2018-06-12 00:00:00
35.3,37.3401133,13.43843218,2018-06-12 00:00:00
18.9,45.44094413,5.415185927,2018-06-12 00:00:00
134.6,45.4791156,5.463193816,2018-06-12 00:00:00
3.4,41.3293092,-3.196975953,2018-06-12 00:00:00
84.2,45.14739967,2.76397358,2018-06-12 00:00:00
20.9,35.48499139,23.68351798,2018-06-12 00:00:00
17.2,35.46066169,23.72331175,2018-06-12 00:00:00
445.7,65.38370226,28.20489577,2018-06-12 00:00:00
103.2,56.47792364,25.56220527,2018-06-12 00:00:00
33.8,41.30523837,-3.240193398,2018-06-12 00:00:00
20.2,56.58468749,25.74018614,2018-06-12 00:00:00
19.8,56.46808881,25.79158484,2018-06-12 00:00:00
17.9,56.28553608,25.78199787,2018-06-12 00:00:00
25.9,56.31023848,26.02494792,2018-06-12 00:00:00
24.9,47.38191456,-1.848731466,2018-06-12 00:00:00
9.5,41.72725702,-5.385782163,2018-06-12 00:00:00
49.9,53.02243325,6.973939153,2018-06-12 00:00:00
25.7,53.15177734,7.114492778,2018-06-12 00:00:00
8.2,44.59385236,0.201468156,2018-06-12 00:00:00
25.0,46.82248496,4.482123895,2018-06-12 00:00:00
17.2,40.39707795,-0.979141058,2018-06-12 00:00:00
9.1,45.61527047,4.887253209,2018-06-12 00:00:00
23.0,65.29881172,28.45685531,2018-06-12 00:00:00
19.3,47.01082151,1.768380157,2018-06-12 00:00:00
10.5,48.22582986,2.573157235,2018-06-12 00:00:00
21.6,41.54263915,-2.248315826,2018-06-12 00:00:00
9.6,41.509934,-2.21753351,2018-06-12 00:00:00
5.4,42.28962949,-5.308560881,2018-06-12 00:00:00
19.4,47.54435657,-0.998072631,2018-06-12 00:00:00
99.3,45.33917627,4.427416341,2018-06-12 00:00:00
4.4,42.31759352,-5.365310241,2018-06-12 00:00:00
8.9,38.61743913,-4.481831615,2018-06-12 00:00:00
22.5,41.43381132,13.56437997,2018-06-12 00:00:00
16.0,44.33951376,11.51424028,2018-06-12 00:00:00
20.1,44.37629576,11.46512215,2018-06-12 00:00:00
6.5,39.94713126,-4.425851076,2018-06-12 00:00:00
14.3,51.75326222,8.247573547,2018-06-12 00:00:00
39.1,51.74908772,7.986996131,2018-06-12 00:00:00
17.3,47.5390076,-1.050700143,2018-06-12 00:00:00
21.0,47.95059538,-4.380658584,2018-06-12 00:00:00
62.7,48.00690097,-4.369440564,2018-06-12 00:00:00
17.7,56.26195186,23.26139931,2018-06-12 00:00:00
9.9,56.34672548,23.32384535,2018-06-12 00:00:00
28.3,56.18916173,23.43330806,2018-06-12 00:00:00
184.8,45.35982252,4.476462271,2018-06-12 00:00:00
38.0,45.90098584,13.38604234,2018-06-12 00:00:00
30.1,65.2557945,28.82617599,2018-06-12 00:00:00
38.4,55.99802961,25.43306877,2018-06-12 00:00:00
30.1,56.00397532,25.53423654,2018-06-12 00:00:00
8.7,56.03120304,25.61118733,2018-06-12 00:00:00
16.1,47.58381429,1.007311941,2018-06-12 00:00:00
16.7,47.46104474,1.05550236,2018-06-12 00:00:00
9.9,65.3066294,28.55123838,2018-06-12 00:00:00
27.0,44.97782509,9.101411774,2018-06-12 00:00:00
12.8,44.95912044,9.025796141,2018-06-12 00:00:00
9.1,42.30361585,-5.336928462,2018-06-12 00:00:00
12.9,52.60087972,6.677943824,2018-06-12 00:00:00
24.5,50.02235135,19.27913154,2018-06-12 00:00:00
37.9,49.82634543,0.758950526,2018-06-12 00:00:00
27.5,49.08152025,6.947208545,2018-06-12 00:00:00
9.0,49.84199333,0.952283427,2018-06-12 00:00:00
46.7,53.64951685,-6.542321802,2018-06-12 00:00:00
43.2,50.21065536,16.57987172,2018-06-12 00:00:00
8.8,43.31633092,0.517422179,2018-06-12 00:00:00
42.0,44.34078354,6.356879559,2018-06-12 00:00:00
40.6,44.37680717,6.354570114,2018-06-12 00:00:00
7.4,40.80815328,-5.27657614,2018-06-12 00:00:00
41.0,66.90499176,27.44587899,2018-06-12 00:00:00
14.0,53.64951531,19.42074813,2018-06-12 00:00:00
16.3,43.89015091,0.247234868,2018-06-12 00:00:00
17.2,67.11973986,26.98404026,2018-06-12 00:00:00
34.1,49.90335581,13.27201577,2018-06-12 00:00:00
5.2,40.77955797,-5.341940473,2018-06-12 00:00:00
22.8,49.86607269,12.62914091,2018-06-12 00:00:00
8.6,50.1263363,15.05251091,2018-06-12 00:00:00
4.8,40.82892207,-5.378354539,2018-06-12 00:00:00
14.8,41.63620476,-0.474767503,2018-06-12 00:00:00
51.1,41.28851545,-3.091437711,2018-06-12 00:00:00
32.5,51.78639604,-8.413238204,2018-06-12 00:00:00
7.9,43.86882599,0.02524739,2018-06-12 00:00:00
9.2,46.29769309,17.59932962,2018-06-12 00:00:00
9.9,46.32832476,17.42101662,2018-06-12 00:00:00
11.0,41.62579815,-0.40048103,2018-06-12 00:00:00
167.4,63.23447706,26.10148191,2018-06-12 00:00:00
64.8,63.22396255,25.85070008,2018-06-12 00:00:00
29.5,49.70733735,13.20321517,2018-06-12 00:00:00
24.8,45.22899375,0.396845741,2018-06-12 00:00:00
15.9,53.64097995,19.2967209,2018-06-12 00:00:00
15.7,66.74826786,27.33491596,2018-06-12 00:00:00
19.0,52.35704668,5.314106377,2018-06-12 00:00:00
16.4,39.29085722,22.28590532,2018-06-12 00:00:00
21.1,40.39990946,-0.789881314,2018-06-12 00:00:00
99.9,52.37381701,5.282894696,2018-06-12 00:00:00
16.6,47.49159409,-2.008733689,2018-06-12 00:00:00
62.6,46.71970533,5.802811322,2018-06-12 00:00:00
9.0,41.70226358,-5.428426464,2018-06-12 00:00:00
516.0,67.07604117,27.0480516,2018-06-12 00:00:00
15.9,50.70994004,2.723729714,2018-06-13 00:00:00
12.5,37.37948444,-4.994924184,2018-06-13 00:00:00
9.2,42.08966165,-1.797355827,2018-06-13 00:00:00
30.1,40.25436303,23.56593068,2018-06-13 00:00:00
5.9,37.80585444,-5.08949015,2018-06-13 00:00:00
11.3,41.67532111,-5.127623487,2018-06-13 00:00:00
71.1,44.49358379,1.535043674,2018-06-13 00:00:00
28.9,49.40848061,5.905901353,2018-06-13 00:00:00
10.5,37.47894718,-4.948043644,2018-06-13 00:00:00
8.7,49.76473032,3.509181035,2018-06-13 00:00:00
16.1,37.46469687,-4.921994629,2018-06-13 00:00:00
14.0,50.65272955,2.675762137,2018-06-13 00:00:00
140.0,56.57986818,-3.538696354,2018-06-13 00:00:00
12.4,37.78453913,-4.992580971,2018-06-13 00:00:00
14.1,50.55401733,1.753853268,2018-06-13 00:00:00
49.6,43.27769587,-4.062185499,2018-06-13 00:00:00
13.2,46.86369172,4.582957702,2018-06-13 00:00:00
60.2,44.21968074,3.509925639,2018-06-13 00:00:00
59.7,43.23557039,-4.102046355,2018-06-13 00:00:00
3.6,41.17684975,-5.028374228,2018-06-13 00:00:00
7.2,37.38283422,-4.858307247,2018-06-13 00:00:00
11.0,50.35186398,4.754331562,2018-06-13 00:00:00
8.2,42.03338216,-1.810725739,2018-06-13 00:00:00
5.6,46.27994801,17.3361016,2018-06-13 00:00:00
37.2,44.22279271,3.55973494,2018-06-13 00:00:00
5.7,41.58726944,-2.330050173,2018-06-13 00:00:00
158.8,44.236076,3.482966954,2018-06-13 00:00:00
65.8,47.16337965,15.89765686,2018-06-13 00:00:00
37.8,55.24096513,-1.799305335,2018-06-13 00:00:00
6.5,41.99114824,-1.704910541,2018-06-13 00:00:00
11.7,40.79006441,23.92286571,2018-06-13 00:00:00
32.1,48.53635735,14.29367308,2018-06-13 00:00:00
5.2,37.40091942,-5.871087707,2018-06-13 00:00:00
18.6,45.88593824,5.274535316,2018-06-13 00:00:00
54.6,56.64349865,-3.628065614,2018-06-13 00:00:00
23.0,37.35249516,14.04453974,2018-06-13 00:00:00
9.6,41.15365261,-3.811565626,2018-06-13 00:00:00
41.6,40.79886512,24.11729329,2018-06-13 00:00:00
48.7,53.70788307,-6.784322729,2018-06-13 00:00:00
7.8,41.85230548,-5.049409977,2018-06-13 00:00:00
20.0,49.65760057,0.26013699,2018-06-13 00:00:00
27.6,58.38347427,25.76531549,2018-06-13 00:00:00
18.6,58.34096949,25.50076716,2018-06-13 00:00:00
9.2,40.67997471,-6.18621011,2018-06-13 00:00:00
41.4,48.30796424,18.7686995,2018-06-13 00:00:00
101.5,38.1485395,15.86310001,2018-06-13 00:00:00
8.7,42.09615777,-1.896359059,2018-06-13 00:00:00
16.4,38.06224201,15.78755433,2018-06-13 00:00:00
19.5,47.45573814,-1.838901995,2018-06-13 00:00:00
9.5,42.16741502,-1.910493482,2018-06-13 00:00:00
9.1,47.46353569,0.867914882,2018-06-13 00:00:00
22.6,46.90221279,4.631600884,2018-06-13 00:00:00
47.0,46.08233909,4.480474568,2018-06-13 00:00:00
74.3,53.64736797,-6.822249455,2018-06-13 00:00:00
13.8,37.44702882,-5.032708362,2018-06-13 00:00:00
26.7,41.11157572,-3.850450282,2018-06-13 00:00:00
25.4,40.27536122,23.54661936,2018-06-13 00:00:00
24.4,49.13617546,6.971244759,2018-06-13 00:00:00
9.6,41.06948324,-3.889287813,2018-06-13 00:00:00
12.3,44.62941737,11.42136149,2018-06-13 00:00:00
5.6,41.87355893,-5.030183458,2018-06-13 00:00:00
38.8,63.34906599,25.71448623,2018-06-13 00:00:00
7.2,41.62582111,-2.31358952,2018-06-13 00:00:00
35.1,41.48089928,23.15694742,2018-06-13 00:00:00
20.6,67.42416047,27.48842321,2018-06-13 00:00:00
21.1,67.51121846,27.55251059,2018-06-13 00:00:00
15.8,67.37115254,27.64151348,2018-06-13 00:00:00
13.0,49.34916611,12.40848432,2018-06-13 00:00:00
44.1,49.21905886,12.59434963,2018-06-13 00:00:00
47.4,44.68466192,15.30541055,2018-06-13 00:00:00
171.3,63.05944514,21.57385769,2018-06-13 00:00:00
23.0,63.53209641,25.732338,2018-06-13 00:00:00
22.5,52.35934477,5.37271599,2018-06-13 00:00:00
465.2,63.49553882,26.08302688,2018-06-13 00:00:00
40.7,44.2602644,3.580590059,2018-06-13 00:00:00
63.7,57.05469394,26.82302585,2018-06-13 00:00:00
13.1,57.15426047,26.76633925,2018-06-13 00:00:00
19.6,38.9681224,-7.239633354,2018-06-13 00:00:00
14.6,38.89632325,-7.126242075,2018-06-13 00:00:00
7.5,37.2835659,-1.809628085,2018-06-13 00:00:00
11.7,39.07599923,-2.105686202,2018-06-13 00:00:00
46.1,45.23535698,2.471157587,2018-06-13 00:00:00
59.2,57.74128497,24.96687784,2018-06-13 00:00:00
23.3,63.42664119,26.20901591,2018-06-13 00:00:00
9.2,41.4524432,23.36916557,2018-06-13 00:00:00
10.6,40.87717456,-6.869164101,2018-06-13 00:00:00
5.7,40.97462072,-6.944660675,2018-06-13 00:00:00
14.7,44.07317599,4.751459388,2018-06-13 00:00:00
10.7,44.03719608,4.754754778,2018-06-13 00:00:00
47.0,62.53115834,25.76124325,2018-06-13 00:00:00
11.9,44.14131102,4.670170249,2018-06-13 00:00:00
70.7,62.08583465,25.60887392,2018-06-13 00:00:00
61.8,62.48412055,25.855885,2018-06-13 00:00:00
27.2,62.55935284,26.01560957,2018-06-13 00:00:00
92.0,42.06017685,-8.19698605,2018-06-13 00:00:00
490.8,62.56865387,26.10050844,2018-06-13 00:00:00
34.8,60.62784102,25.94992024,2018-06-13 00:00:00
15.7,44.06807632,4.652009585,2018-06-13 00:00:00
14.1,43.27370975,0.449968905,2018-06-13 00:00:00
46.4,45.16629864,1.125161463,2018-06-13 00:00:00
13.1,44.00723135,0.528637924,2018-06-13 00:00:00
18.1,49.26094674,8.832454121,2018-06-13 00:00:00
37.0,67.43394667,26.63186707,2018-06-13 00:00:00
6.1,44.04489504,4.554286069,2018-06-13 00:00:00
29.5,67.28118587,26.669121,2018-06-13 00:00:00
16.7,50.03386389,18.43692491,2018-06-13 00:00:00
302.8,67.46446828,27.08516849,2018-06-13 00:00:00
17.4,44.26430998,0.561378402,2018-06-13 00:00:00
22.4,65.69558107,28.42454374,2018-06-13 00:00:00
25.4,53.14804252,14.23220148,2018-06-13 00:00:00
243.8,57.00383519,27.20777707,2018-06-13 00:00:00
46.8,58.30352434,12.53776735,2018-06-13 00:00:00
9.1,51.82079833,12.88694674,2018-06-13 00:00:00
93.7,44.72835085,4.159594865,2018-06-13 00:00:00
4.2,41.25087658,-5.143808529,2018-06-13 00:00:00
41.0,56.09677692,23.26995081,2018-06-13 00:00:00
33.7,52.94207035,11.59168639,2018-06-13 00:00:00
14.7,56.03802686,22.95545435,2018-06-13 00:00:00
18.9,51.77819537,6.854710368,2018-06-13 00:00:00
3.9,40.17959892,-3.312059183,2018-06-13 00:00:00
56.1,50.78444149,8.397578803,2018-06-13 00:00:00
45.7,44.71318453,4.211731624,2018-06-13 00:00:00
491.2,58.17897899,12.46111344,2018-06-13 00:00:00
520.6,58.30478636,12.46969346,2018-06-13 00:00:00
14.6,63.45807883,25.73293352,2018-06-13 00:00:00
315.9,46.47890883,15.16910013,2018-06-13 00:00:00
11.7,36.93983337,-4.036018431,2018-06-13 00:00:00
24.6,47.81677033,17.85054393,2018-06-13 00:00:00
7.8,41.68707783,-1.961725893,2018-06-13 00:00:00
5.5,41.66436912,-2.29711179,2018-06-13 00:00:00
40.6,59.18862545,17.4354266,2018-06-13 00:00:00
12.7,65.74278615,28.50348601,2018-06-13 00:00:00
29.8,62.73292139,26.95458581,2018-06-13 00:00:00
16.7,65.56795863,28.55829312,2018-06-13 00:00:00
20.6,65.79287766,28.72073736,2018-06-13 00:00:00
56.5,65.73618207,28.7246995,2018-06-13 00:00:00
24.3,65.73325755,28.58698418,2018-06-13 00:00:00
76.8,38.52528394,-1.681765811,2018-06-13 00:00:00
19.5,38.54870667,-1.639691497,2018-06-13 00:00:00
44.5,44.31414915,3.574500374,2018-06-13 00:00:00
13.7,41.71684974,13.22124347,2018-06-13 00:00:00
7.6,42.4482139,-5.821526627,2018-06-14 00:00:00
6.8,39.00189526,-4.848175337,2018-06-14 00:00:00
13.8,48.51386536,2.557615601,2018-06-14 00:00:00
14.8,50.02326394,3.614198223,2018-06-14 00:00:00
31.9,49.47206119,5.679420154,2018-06-14 00:00:00
15.4,47.73617575,-0.338243351,2018-06-14 00:00:00
35.2,46.33057023,1.403345654,2018-06-14 00:00:00
58.5,41.05834023,-3.838483073,2018-06-14 00:00:00
13.3,42.48480794,-4.491277359,2018-06-14 00:00:00
19.4,49.46778171,5.569227822,2018-06-14 00:00:00
18.4,46.29273824,1.38331371,2018-06-14 00:00:00
16.1,41.64017495,1.26213395,2018-06-14 00:00:00
18.9,42.27132981,3.067023797,2018-06-14 00:00:00
9.1,42.25500537,3.093171077,2018-06-14 00:00:00
7.5,42.45289431,-4.458700162,2018-06-14 00:00:00
20.8,62.33313302,25.53889578,2018-06-14 00:00:00
45.0,46.10574419,-0.856669919,2018-06-14 00:00:00
106.3,41.0261369,-3.807126779,2018-06-14 00:00:00
11.8,39.14390031,-2.001640383,2018-06-14 00:00:00
43.3,43.10565784,-0.339199794,2018-06-14 00:00:00
33.3,43.14137716,-0.34551728,2018-06-14 00:00:00
10.2,39.12887101,-1.975567671,2018-06-14 00:00:00
56.4,65.45624882,28.38942815,2018-06-14 00:00:00
12.3,47.13396114,1.722392327,2018-06-14 00:00:00
5.0,47.16365598,1.638024172,2018-06-14 00:00:00
26.85,63.09166411,21.86691155,2018-06-14 00:00:00
42.4,36.78589859,-3.959651713,2018-06-14 00:00:00
30.1,41.09503266,0.287315296,2018-06-14 00:00:00
17.6,65.52956514,29.51932962,2018-06-14 00:00:00
25.7,47.91445631,-3.524046426,2018-06-14 00:00:00
26.8,46.7765379,4.644386836,2018-06-14 00:00:00
30.6,65.61609515,29.26862426,2018-06-14 00:00:00
98.6,46.93743028,5.838039889,2018-06-14 00:00:00
15.0,47.39159654,0.453225121,2018-06-14 00:00:00
13.5,49.58106421,0.638612534,2018-06-14 00:00:00
46.6,45.26238239,0.365328471,2018-06-14 00:00:00
13.7,47.84797482,-0.306982066,2018-06-14 00:00:00
24.8,41.19571389,-3.772633726,2018-06-14 00:00:00
25.1,46.14910829,-0.237685861,2018-06-14 00:00:00
21.8,41.08266662,-3.79564159,2018-06-14 00:00:00
5.8,39.53007414,-3.766046686,2018-06-14 00:00:00
10.2,37.40839424,-5.826902789,2018-06-14 00:00:00
20.4,52.15065268,-8.44624701,2018-06-14 00:00:00
12.7,46.81873947,12.81552096,2018-06-14 00:00:00
26.8,52.32574803,5.435025802,2018-06-14 00:00:00
48.9,52.29100346,5.467975728,2018-06-14 00:00:00
41.4,44.37872409,3.743210506,2018-06-14 00:00:00
22.7,47.90951441,12.39360434,2018-06-14 00:00:00
15.4,48.40352598,16.31343033,2018-06-14 00:00:00
12.7,40.44022921,-1.081611629,2018-06-14 00:00:00
14.5,48.3240934,16.43882591,2018-06-14 00:00:00
7.7,42.59269636,11.20238928,2018-06-14 00:00:00
15.7,39.06673816,-7.407858387,2018-06-14 00:00:00
51.9,45.80935558,13.43179443,2018-06-14 00:00:00
19.8,48.44792185,16.4818701,2018-06-14 00:00:00
6.4,42.18636476,11.797607,2018-06-14 00:00:00
13.7,44.92544667,9.329859081,2018-06-14 00:00:00
12.4,43.5528956,0.329172986,2018-06-14 00:00:00
82.4,51.76903309,5.02674845,2018-06-14 00:00:00
28.9,44.5029525,3.704258086,2018-06-14 00:00:00
75.2,44.34128674,3.722211281,2018-06-14 00:00:00
149.2,60.07828928,18.64284285,2018-06-14 00:00:00
98.4,47.14962803,13.78295124,2018-06-14 00:00:00
110.9,45.84311647,5.535938168,2018-06-14 00:00:00
52.3,46.61897682,13.48384238,2018-06-14 00:00:00
32.6,44.4655105,3.683244195,2018-06-14 00:00:00
54.0,45.78809109,5.514712376,2018-06-14 00:00:00
32.0,45.96459703,5.42263611,2018-06-14 00:00:00
98.2,46.80472927,12.65759174,2018-06-14 00:00:00
539.1,59.16038444,16.93802595,2018-06-14 00:00:00
15.6,38.98697265,-7.339146943,2018-06-14 00:00:00
10.8,52.85857755,22.16505446,2018-06-14 00:00:00
9.0,52.7998373,11.46787002,2018-06-14 00:00:00
35.5,40.35603191,23.7548862,2018-06-14 00:00:00
11.6,42.40786442,11.51354847,2018-06-14 00:00:00
6.3,42.35100274,11.68150964,2018-06-14 00:00:00
67.0,45.66922621,4.522343535,2018-06-14 00:00:00
31.6,56.34910289,22.76443929,2018-06-14 00:00:00
14.5,56.31381214,22.75265365,2018-06-14 00:00:00
75.9,56.3619033,22.99937184,2018-06-14 00:00:00
8.0,52.89393965,22.17504575,2018-06-14 00:00:00
18.6,50.42887896,20.24097721,2018-06-14 00:00:00
4.0,41.90862973,-1.786317474,2018-06-14 00:00:00
16.7,46.18298221,17.16674593,2018-06-14 00:00:00
7.1,53.0095271,16.8496094,2018-06-14 00:00:00
42.3,58.48579887,16.3248958,2018-06-14 00:00:00
8.2,50.3152994,7.346000293,2018-06-14 00:00:00
8.3,46.19566838,17.24649903,2018-06-14 00:00:00
26.7,52.19385719,18.81381942,2018-06-14 00:00:00
5.1,46.26733139,17.25619898,2018-06-14 00:00:00
147.7,58.51311613,16.12328709,2018-06-14 00:00:00
8.9,52.22732439,18.8500005,2018-06-14 00:00:00
40.1,58.21674706,12.36169188,2018-06-14 00:00:00
23.2,58.27125935,12.33120927,2018-06-14 00:00:00
27.4,50.03590677,17.36943795,2018-06-14 00:00:00
18.4,48.25673808,13.54180049,2018-06-14 00:00:00
51.3,42.92466089,0.408084095,2018-06-14 00:00:00
9.1,45.01574272,9.354105371,2018-06-14 00:00:00
12.3,43.56844757,0.301640593,2018-06-14 00:00:00
16.0,47.23656434,15.87945824,2018-06-14 00:00:00
28.6,42.26342012,-7.685689173,2018-06-14 00:00:00
22.7,56.88082524,12.60606066,2018-06-14 00:00:00
7.5,41.92926568,-1.76598473,2018-06-14 00:00:00
9.1,41.96491259,-1.772936768,2018-06-14 00:00:00
60.8,50.26996536,17.09557654,2018-06-14 00:00:00
4.2,44.28594617,4.330585757,2018-06-14 00:00:00
67.9,50.24859235,17.14875373,2018-06-14 00:00:00
